review,score
It's amazing it can be funny I loved it and I really liked the dwain the rock Johnson joke it was really good you must watch,5
"The truth is that as a Thor movie, it was very disappointing. The deep and serious moments were put down by the poor jokes and unseriousness of the main character. A painful thing to witness was the complete disregard of the character development that Thor went through in previous movies all for the sake of cheap jokes. It was not a great watch for me.",1.5
I love Chris Hemsworth and I love Natilie Portman. I wish I could say I love this movie. Unwatchable.,1.5
Why did you make this movie? It is terrible.,2
The constant silliness made it hard to watch and pay attention to. The animation was also very poor considering it's a Marvel movie. It's really not worth watching and feel it was a middle finger to the Thor movies with how childish the movie felt.,0.5
A realidade pode ser decepcionante...,1
"Not sure what happened... the jokes fell a bit flat, and I didn't feel connected with the story.",3
"While not completely boring, this film is tonally inconsistent. In a film revolving around cancer, murder and child abduction, there's too much forced humour, which doesn't allow you to feel the seriousness of the moment. It also doesn't help that the ""humour"" doesn't land. I didn't laugh once. That's disappointing considering it's a Taika Waititi film. Natalie Portman is also wasted in her return as Jane Foster. I never really felt the pain or anguish of a terminally ill person because they don't really show it. Not to mention the fact she doesn't even look like a woman who's dying. Christian Bale is cast in a film that doesn't deserve him. He's hardly on-screen and his plan doesn't really make sense. It also undoes a lot of the development Thor has undergone in the MCU, reducing him to a parody of himself. The CGI is very noticeable and cartoonish If I have to give this film one positive, it would be the score. It's very 80s Rock inspired, which I quite liked. Unfortunately, that's as far as my praise can go. This film series continues to drift aimlessly, and it's a shame.",2.5
All actors did an incredible job in their role but the director Taika Waititi has potentially destroyed the Thor franchise beyond repair. Costumes looked cheap. CGI missed the mark. It's full of low-grade silly humor. A disappointment to the otherwise great Thor franchise.,1.5
this movie was sort of disappointing. I just liked christian bale's acting,3
"Seriously disappointed,especially after last Thor movie",2
"Gorr sach se brutal character, the have not utilised him properly in the movie, also they have ruined gorr's looks in the movie. He should have looked exactly same like in the comics. Plus they have made THOR ⚡ a Joke, who is a God. This movie should have been a serious and dark and brutal one, instead they ruined the movie by making it colourful and too much unwanted Comedy.",2
I liked this movie but I also didn't. I liked the story but the acting was extremely embarrassing,3
"Don't watch if you want a ‘serious' superhero film, Love and Thunder is almost a parody of the genre. Watched at the cinema and enjoyed it, watched again at home with my son and loved it. Not every film is designed to be a masterpiece and Marvel need to make content like this to make the MCU accessible to a wider audience.",4
"I would never bother to sit through a visually stunning action film as I find them just plan boring but when combined with goofy comedy, I felt it worked. Plenty of laugh out loud moments. Nearly make me want to possibly watch other Marvels films...",3.5
"I thought the movie was terrible, it was nothing like any of the other marvel movies at all. I felt like I was watching a romcom, there was maybe only 4 or 5 scenes in the whole movie that was any good or funny. I hope marvel doesn't keep making their movies like this!",0.5
It's good. But not the best Thor movie. I don't like that ending. A little bit a boring.,4
A deeply disappointing sequel to taika's previous reinvention of the beloved character Thor. I fear for the future of marvel.,0.5
"To be honest, I laughed multiple times. BUT the problem is, that there was no serious moments. Well there was, but they where cut by some fart- humor, so they actually did not matter. I loved Ragnarok (mostly because of the humor), but still... I would like some serious moments too as there where some in Ragnarok. Yea, humor is nice and it lightens mind and soul, but also in superhero movies, there needs to be serious moments that actually build the character of the protagonist. In this movie, there was not. Thor is a great character and Chris is absolutely the best actor to represent him. But In general there was lot of stupid moments in this movie that made Thor to look just dumb idiot (although powerful one ofc.). I hope this is not the movie Thor will be remembered for...",3
Don't like comedy's. Especially bad comedy's. Need better writers and please make a serious movie not a joke.,2
"Mala película, ridiculizan mucho a un gran super héroe, me parece más una parodia, lastima por thor que es un gran personaje",1
"just buffoons! The whole movie wondered how such a character could be made into such a buffoon! The actors' acting is just awful: pathos, show-offs and ridicule",0.5
"This movie tried to be a lot of things, a sci-fi, a comedy, a super hero flic, and a commentary on religion. It fails at all of these. The tone is incredibly inconsistent making the movie feel sour.",1.5
I think they not need a part 4 this is too much that's why give them...,1.5
"I didn't enjoy as much how they handled Thor's character and Lady Thor was a meh for me. It was a good popcorn and pass the time movie but I wasn't as interested. The VFX face sucked, pls give more time to the VFX studios so we can get quality content. I would prefer to wait for something with good visual effects than to have 5 movies/series a year.",3
"The movie has great action scenes, visuals, OST, and to an extent humor, but other than that this movie isn't good at all. Gorr the God Butcher is wasted and needs more screentime mainly because he is shown killing one god on screen, and that's when he becomes the god butcher. The comedic and lighthearted tone of this movie clashed with the dark tone of Gorr a lot too and didn't really fit well into this movie. Some things are also completely illogical like Mighty Thor knowing how to use Mjolnir perfectly and Gorr suddenly going through a character arc in a minute. He also kidnaps some Asgardian children in the movie but his whole idea is that he believes gods only care for themselves so why would he even expect Thor to save them if he thought Thor only cared about himself? The Guardians make a very brief appearance for a brief conversation and a battle as well, which was a shame as I was hoping for them to appear a bit longer before they flew into space.",1
It's pretty funny but a bit annoying in some parts but either way I had a bit of fun with it,4
"The comedy never stops, even when it would be a very good idea for it to. I don't think the film is as bad as many made out, it's nowhere near Thor 2 bad, but it's trying so hard to be funny it misses the ability to feel serious in any way, underusing Christan Bale, who is easily the best actor in the film. That all said, I did laugh, Natalie Portman as Lady Thor does a great job considering how poor I thought the comic version was, I'd even give the film another go. Just maybe not soon.",3
I dont know why they make my brother thor to such a lame dude. Sry. But he is not starlord. Where it is great because it is funny and great written. But this is not good written and not my thor,2.5
"Might be the worst Marvel movie to date. Tired, excessively corny, tonally confused and nonsensical. The only things this movie had going for it was Christian Bale and some stunning visual effects.",2
"Christian bale did phenomenal, but I think the rest of the film is kind of a let down.",2.5
"I don't know what to say ,the good thing of the movie .. Bale ,thats a good actor ,but the character is not a good counterpart to the comic one ... ALL THE REST IS GARBAGE ,the worst comic book movie i ever see ,its like Batman and Robin in the 90s all over again ... Thor is a complex character ,very serious and epic ,thats a good comic character ,not this clown ,this movie is an insult to the character.",0.5
This movie is garbage! I'm the biggest fan of MARVEL but they're going downhill fast! I'm sure Stan Lee is rolling in his grave with the amount of stupid I just had to sit through. Sad! Just so SAD!,0.5
Its not as bad as some say... but its not necessarily good either...,3
Too goofy and over the top with the humor. Ragnarok was a good mix but this was just ridiculous and silly.,2.5
"love and thunder me gusto mucho, una aventura emocionante, con una gran actuacion de casi todos los actores. christian bale hace un muy buen trabajo como gorr al igual que natalie portman como mighty thor, sus chistes que aveces funcionan y aveces no, su soundtrack me encanto y aunque no me gusto la representacion de zeus en esta peli, en lo general me gusto.",4
"It was fun and entertaining enough, witout taking itself too seriously or recycling endlessly the usual superhero movie tropes. The story had a couple of massive plotholes but we've come to expect those from Marvel anyway. Some moments were even good, so much I felt invested in the characters. Acting, classic rock soundtrack, trippy sfx were all good for me.",3.5
"Too heavy on the humor that often misses the mark, too little actual Thor or Gorr, otherwise entertaining, but I would love to see better use of talents like Bale.",3.5
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,0.5
"This movie turned out to be completely different from what I had expected from the early trailers and pictures. It turned out to be a joke. It felt like I was watching an episode of Rick and Morty. Thor splitting like Jean Claude Van Damme, Screaming Goats, Asgard, Korg - getting more screen time than Gorr, Zeus - what a joke, and many more. This movie seemed like a big mess and it was such a let down. I was laughing by the end when the children were fighting with the powers granted by Thor. The end credit introduction of Hercules was a joke knowing how his father Zeus was (prancing around holding his skirt). I couldn't take that seroiusly, I hope Hercules is ot the same like Zeus. For me this movie was a disgrace to the earlier MCU movies. Tony Stark sacrificed his life for nothing - this phase is cringe.",2
"I am sick and tired of superhero movies but this was really a good one. Yes it has it's flaws like jumping too fast between emotions, unaware cringe comedy.. to crossing long drawn out kids-fantasy immediately into terribly portrayed cancer-theme.. it still hit the marks tho. No in your face wokeness. Great performances by the actors.. and altough I really hate it the movie has no ending hooking us up for more superhero movies at the end..",4
"Love and Thunder's lightheartedness is it's main feature. Sillness of it's somewhat cringey moments are cute and adds an easygoing tone. The plot's shapeless form makes it unpredictable and exciting. Maybe this is the best way forward for certain MCU stories, to make the plot more light-hearted, silly from which the plot has more qualities of a comic book adaptation than a separated entity from it's roots. Visuals are heavenly and that was the golden ticket for this movie. Plot's metaphorical outlook on society is admirable too , there's no genre limitation to remind of reality. Great performances by the cast making the experience a joyous one. Well done.",4
"Minha opinião: Este filme vem após Ragnarok e já neste filme o perfil de Thor era de uma forma séria, mas depois ele mudou e fez Shazan e ficou comico. E esta versão cômica do deus do trovão não pegou bem para os fãs. E creio que neste filme chegue ao fim. Espero. Tanto que se compararmos com Gorr que é o vilão, não teve este lado cômico, tanto que se perguntar quem foi o melhor ator foi o Bale. Mesmo Natalie que é uma super atriz, deixou a desejar, mas não por culpa dela, e do papel. Agora o papel de Russel todo inchado, feio dizer que é Zeus, kkkkkk essa foi duro de engolir. E a forma que ele é vencido. O motivo e a forma que Natalei se tornou Thor, foi meio goela a baixo. Agora entender oque este filme tem a somar com a etapa 4, não sei. Pois Gorr surge de uma vingança a morte de sua filha e para se vingar encontra a espada que mata deuses. E assim ele começou sua matança onde o próprio Zeus temia ele. E assim é onde une Thor, Natalie, Valkiria e Korg. Além de tentarem serem cômicos para aumentar tem as cenas de ciúme da Mjolnir e Rompe Tormentas o Machado de Thor. Até chegar ao clímax final onde ele vai libertar as crianças asgardianas e a luta final. Este estilo cômica acredito que não agradou a grande fãs do herói, nada haver a Chris. Apesar das partes cômicas foram excessivas, no resultado se tivesse um tom mais sério daria uma nota 8,75 com algumas remodelagens no roteiro. Da forma como foi 7. Roteiro: poderia ser bem melhor. Vale apena assistir? Sim Nota: 7",3.5
Entertaining? Yes. Was it great? I’m afraid no. It had enough entertaining parts to make it worth watching though.,3.5
"In my opinion Thor: Love and Thunder was a very good movie with a great cast and some great action and screenplay. I think when it came to the emotional or serious moments, the film lacked and displayed and favoured comedy, although Christian Bales Gorr the God Butcher arch was very intrusive and gut wrenching, in the end the villain seemingly got what he wanted and kind of became a protaganist as you wanted him to succeed. Overall a great Marvel movie with great action.",4
"It's more of a Marvel parody than a serious movie, but it manages to be charismatic and sprawling, offering a very entertaining experience, with catchphrases that sometimes work, sometimes don't.",3.5
Can't write....zzzz....zzzz....zzzzz,0.5
"Liked the Rock n Roll take it had on it plus it was funny, THOR never miss movies always hit 🔥🔥",5
There’s too much of the director trying to be a show stealer acting in the movie. As well as more laughs than action. Otherwise I find the movie full of heart and better than some say.,3
"It was a Thor movie or ""The Naked Gun"" Valhalla edition? However very nice Christian Bale performance.",2.5
Darn shame. Thor and Gorr deserved better.,0.5
"I don't know about other people but I like this movie very much Maybe people don't know about the story The story of the movie is based on Jane Foster not for thor This is one of the greatest thor movie If you want ranking here it is 1.Thor ragnarok 2,Thor love and thunder 3Thor 4Thor the dark world",5
It's a fun movie with great action scenes. But the story was a bit weak,3.5
I love Marvel movies in general and Thor in particular but this was just awful. The comedy fell flat and the characters lacked the personality they had in previous Thor movies. We had 3 different generations watching this and no one liked it.,1
"Mostly a poor attempt at self-parody that is not very funny; really more a satire. By the time I realized the plot had turned serious, I was no longer invested and had no empathy for the characters or their dilemma. Extra half-star for Christian Bale.",1.5
This was one of the worst movies iv ever seen. The mcu was ruined after endgame with the exception of spiderman. Thor used to be special now I dont care about him because everyone have powers now. They always have to make a female hero to promote feminism. Even the kids are special now. I used to like thor and now I dont care about him whatsoever. The jokes were bad and they were trying too hard. Save yourself from watching this horrible thing.,0.5
The worst Thor movie ever.,0.5
I love Taika Watiti but this is probably his worst film. I was bored by the end. Didnt care for the characters and felt like they were making the story up as they went along. Russel Crowe was a surprising highlight as Zues.,2.5
I love it. Again Thor movies are just the best refreshing and amusing.,5
"maybe too dumb, but it's ok",4
Lamentável o caminho que a Marvel está seguindo,0.5
"Thor is NOT a comedy. The plot was horrible! Could Jane have had a worse wig? And adding those cartoonish characters is too reminiscent of the disastrous Star Wars Episodes 1-3. The ONLY positive thing about this movie is that the TRUE Thor got back is hair and his buff bod. The writers should be banned from writing any more Thor scripts, otherwise--it's almost too horrible to even think about it--we might end up with THOR THE MUSICAL! ARRRRGGGHHH!",0.5
I loved the last 3 Thor movies but this was a joke. Thor a comedian now or is he still a hero?,2
"me gusta mucho, pero me gustaría que hicieran a Marvel un poco mas serio, uno no se puede tomar enserio la película si cada 5 minutos hay un chiste (a veces muy malo)",3.5
Wack movie is not a thor,0.5
"A very boring ride. I don't know, I simply wasn't compelled and felt sluggish watching it, almost as if I was waiting for it to be over. Enjoyed the end though.",1
Not even Christian Bale was able to safe this movie.,1.5
"A film written and directed by a 12 year old, aimed at 7 year olds. There is no actual character development or consequences. The fight scenes are sub par. The plot is paper thin. What jokes happen are for prepubescent kids. The villain is especially underdeveloped and silly. They took an interesting story from Marvel Comics and turned it into Shiny Things Happen, the end. And to top it all off, it renders IW & EG pointless (Thor could have called all the Gods for help) and Thor actually lets Jane die (he could have given her Thor powers). They make no effort trying to think. The MCU (and Star Wars) was great when they made films for adults that children also loved. Now it's poop jokes and ""boys have cooties"" in between orgy references, lower quality than the latest churned out Minions.",1
The worst MCU movie that can't even decide what genre it wants to be.,0.5
Really good fun. It does make the action very comedic but it still feels like it has stakes at the right moments. My favorite of the Thor films.,4.5
Great movie if you expect a funny movie about Marvel‘s Thor,4
An emotionless ride.expections were high because of it's predecessor and unfortunately they aren't met.film's treats itself as a joke which could be among the unfunniest jokes in the history of mankind.,2
"Filme ruim, pior filme do Thor, acredito que o que eles querem fazer com o Thor é cada vez fazer um filme pior que o outro, estragaram simplesmente a melhor história do Thor do Gibi, quero #querothorgibi #chegadelacracao",0.5
Just way to over the top with goofyness. We need to get back to that Winter Solider tone please 🙏 Marvel!,1.5
"I enjoyed it. Another Marvel Maaterpiece. Some set pieces felt rushed, and forced, but it didn't bother me too much. Seriously have no complaints. Thank you Marvel!",4
Is good to pass the time and also to see with kids because have a lot of funny moments that can be enjoy by all the family,3.5
"Aburridisima. Mala por donde se la mire. Con chistes innecesarios todo el tiempo, y malos encima",0.5
"One of the worst movies I've ever seen. Full of crummy attempts at humor every 30 seconds and bickering leading no gravity to any of the situations. Beyond that the cgi is absolutely terrible and the storyline not only makes no sense but is also simply a re-write of ragnarok. Marvel has thoroughly destroyed thor as IP with this movie, I will not be watching anything marvel any time soon after seeing this movie.",1
"Smart, funny and led by a hilarious performance from Rowan Atkinson.",4
"ich finde die ganze Reihe super unterhaltsam und habe alle filme an nur einem Tag geguckt und von allen 3 finde ich zwar ist dasd hier der schwächste dennoch nicht schlecht sondern recht gut ,er ist lustig die Storyline ist zwar nicht die beste aber recht lustig und für 1 und halb stunden ist der film sehr unterhaltsam",4
"This movie is excellently written and laid out. Released in 2003, it follows a man named Johnny English, who wishes to be a ""James-Bond-like"" spy. The only problem is that he's an absolute idiot. Despite his lack of intelligence, this movie was full of laughs and action. The movie started out with a tragic event, resulting in the death of all the spies; except Johnny English. This was a good part of the writing because it allowed Johnny English to be the main character, and fulfill his dream of being a spy. It was now up to Johnny English (and his no common sense brain) and his sidekick Bough to defeat the enemy. The plot of the story is well thought out. Johnny has a hunch on who the villain is, while others doubt his accusation. Johnny is driven by his love for his country, even after being stripped of his privileges because of his commitment to his suspicion. The plot includes lots of action, with gun scenes and Johnny's sports car. As well in James Bond, there is some romance in Johnny English. For some reason, Johnny is attractive to the main girl. I guess the producers intended this to happen, because it's really funny. Johnny is pretty stupid, and not very attractive; yet, he somehow still gets the girl. This seems a bit unrealistic if this was in real life. Like I previously mentioned, the producers intended this to happen. In James Bond, there is always some girl that he falls in love with. So that's what they were going for. Except this time, it's not very realistic. The script writers did an excellent job bringing the audience laughs. A guy who wants to be James Bond, but really has no idea what is going on, is really funny. He makes silly mistakes, and dumb decisions, but still finds himself alive after all these events. Rowan Atkinson is the perfect actor for this. He's so funny, yet acts as though he's stupid. He's such an underrated actor. This movie is a comedic movie, and has a bit of romance. I would definitely recommend this movie to anyone above the age of 10. I don't have many negatives with this movie, apart that it's pretty mature, and shouldn't be watched for younger audiences. I would rate this movie a solid 4.5/5. It's not a perfect movie, I think the filming could have been a bit better, but it is a 2003 movie. Otherwise, a deeply underrated movie.",4.5
"It's a funny film, being made a success by the script from Bond writers Purvis and Wade. Rowan Atkinson should also take a lot of credit for his characterisation. He is sometimes bumbling, but you can also believe that other characters in the film might mistake him for a dangerous spy. It's nice to see Alexander Armstrong playing Bough from Atkinson's Barclaycard adverts and Natalie Imbruglia is just delightful. It surprises me to see the negative reviews and people saying ""it's like Mr Bean"" when this is really a pretty good effort. Two sequels followed, so it can't have been that bad.",4
"A personal favorite and a very funny spoof of the James Bond films, this movie is a must see for Rowan Atkinson fans!",4
007 but with a lower budget.,2.5
"After having watched the sequels first, I don't know how they could actually one up this. It was funny, slightly annoying at times, but still funny.",3.5
"Little ones loved it, all good",5
"If Mr. Bean were an incompetent James Bond! Director Peter Howitt's spy action-comedy Johnny English (2003) holds up surprisingly as a hilarious James Bond spoof. Howitt's frenetic direction blazes through thrilling shootouts and exciting car chases like this was a Mission Impossible movie. Howitt clearly loves and respects James Bond spy thrillers and British espionage thrillers like Michael Caine's The Ipcress File. Johnny English feels similar to The Pink Panther movies with Peter Sellers. From hidden rooms, lethal gadgets, expensive balls, late night infiltrations, international intrigue, and data gathering. Johnny English remains a delightfully fun spy spoof for the entire family. Writers Robert Wade, Neal Purvis, William Davies, and Peter Howitt came up with an insane plot of having a Frenchman steal the crown jewels and claim England's crown monarchy in order to turn the entire British isle into a giant prison. Their writing for the spy games is very clever and funny. I love the constant setup to repeated gags and blunders by the British fool spy Johnny English. It's as much an homage to spies with the nationalistic English message as it is a loving parody of spy films. Johnny English is not all genius, not all high brow, but it's always lighthearted and funny. I've seen it many times and always find laughter. Rowan Atkinson's arrogant and idiotic spy Johnny English is so funny. He's able to be butt of the joke and play up English's endless mistakes and unreal ego. Rowan Atkinson basically plays Johnny English like his iconic bumbling Mr. Bean character, but with a pseudo suave persona like a James Bond. He's definitely trying to be like Timothy Dalton and Pierce Brosnan's James Bonds. Johnny English's steadfast sidekick Bough is amazing with his knowledge of situations and gadgets. Ben Miller's gullible helper Bough is just so funny alongside Atkinson's wretched spy Johnny English. Australian singer and actress Natalie Imbruglia is breathtaking and cool as elegant spy Lorna Campbell. She's so good that she almost convinces you that Lorna could love such an ugly man like Rowan Atkinson. She's effortlessly graceful, gorgeous, and even kills her hand to hand combat. I wish Imbruglia got more serious roles as she's excellent in Johnny English. Her Lorna is a better heroine than Johnny English. John Malkovich is a riot as French billionaire Pascal Sauvage. His greedy Frenchman is pleasant and charming as he carefully plots for the English throne. Greg Wise cameos as the effortless Agent One like a James Bond type. I do like that Johnny English is assigned to the case only because he gets all the other MI7 agents killed. Tasha de Vasconcelos looks lovely in her cute cameo as Countess Alexandra during Johnny English's opening mission. Douglas McFerran and Steve Nicolson's henchmen are really fun with their love of killing and distaste for Johnny English. Kevin McNally's astonished Prime Minister and Tim Pigott-Smith's stern Head of MI7 Pegasus are great characters. Bond girl Nina Young cameos as Pegasus' secretary. Robin Sales' fast editing keeps the energy up and the striking action montages are as stylish as Edgar Wright movies. A lot is packed into 88 minutes. Remi Adefarasin's cinematography is pretty with carefully shot sequences whether Johnny English is breaking and entering or getting outwitted at every turn. Chris Seagers' production looks expensive with several castles and ballrooms. John Bush's lavish set decoration adds production value, while Peter Chiang's CGI effects still look fine for the villain's map and printed money. Composer Ed Shearmur's score mimics, homages, and parodies James Bond music with thrilling intensity. Many of the jokes are elevated by Shearmur's exciting score. I love ABBA so hearing them on the soundtrack is always a joy. Sound designer Glenn Freemantle really lets the music ramp up in the mix. Jill Taylor's slick suits and outstanding dresses look immaculate. Her spy suits and dresses for Natalie Imbruglia alone are stunning. Sallie Jaye, Kate Benton, and Graham Johnston's make-up looks divine on Imbruglia. She glows with a radiance here. In conclusion, Johnny English is a very funny movie, especially if you love spy thrillers!",5
"hilarante simplemente hilarante. esta película es tonta pero se enorgullece y se compromete en ello. una comedia única en su tipo con un protagonista icónico personajes carismáticos una parodia a las cintas de espionaje. cinematografía épica, musicalización genérica que queda bien en su parodia y escenas de acción frenética y muy bien echas. ¿algo malo? algunas conveniencias de guion 9/10",4.5
"Yes, it's predictable. Yes, the villain sucks. Yet it's so funny, it overshadows all of that.",4
"I do not care for stupid movies, and Johnny English is as stupid as it comes!!",2
"Mediocre and unfunny, one of Rowan Atkinson's most mediocre movies",2.5
"Ok so according to critics this is unfunny. The same critics that think The Last Jedi is a classic film that's better than Revenge of the Sith. This is comedy gold. From the car chase scene, to Agent 1's funeral explosion, to Johnny English being crowned king. I'd rather watch this over a real Bond film, Die Another Day, any day. However, it is not as good as Johnny English Reborn.",3.5
One of my favorite movies - I've watched it hundreds of times because it's always funny to me and even if I know it by heart I always find it interesting.,5
"Agent 007 but of a frightening incompetence, with this banal pretext one could expect a banal and uninspired comedy, instead the film is wonderful and very funny. Throughout the film shines through the genius and simplicity of this beautiful comedy to be watched lightly and that never bores you.",5
Simply hilarious! One of Lexie's top 5 of all time.,5
"I gave this a watch and I thought this would be a good movie, But I was wrong.",0.5
Rowan Atkinson is just the king of comedy!!!,4
"A British classic. Perfect in every way from plot to acting, from comedy to drama",5
A HILLARIOUS spy spoof that has a purposefully nonsensical plot - and nonstop jokes.,3.5
una gran pelicula de espias chistosa poco frecuente,5
"There is nothing wrong with this nor I dislike of some part. It is just a comedy genre of spy movies. At least this movie is not as boring tragedy. The ending is fine, there is wrong nor mistakes of it. (My honest experience).",4.5
"Johnny English doesn't hit well with some predictable jokes and basic story, but with its great cast, passes the time well. I've seen Johnny English twice now, and it isn't that great. It can be fun with its great cast (especially Rowan Aktinson) but its jokes are predictable and unfunny, making a movie that could've been better. Although, many kids (and even adults) may find a few jokes hilarous. Even with some stupid jokes, I couldn't help but giggle at some parts. The story for Johhny English was quite dissapointing though. It is a basic, formula like spy movie and, because the jokes don't always hit, makes (for most people) a boring movie. Overall, Johnny English is a movie that deserves to be watched with your kids over dinner or for a quick movie night, but will most likely leave you not wanting to watch again.",3
I really bland comedy from Rowan Atkinson.,0.5
So good! Easy watching and lots of laughs,5
Rowan Atkinson and Ben Miller are a brilliant pair in this Bond spoof that is bound to put a smile on your face,4
"Perhaps I speak from nostalgia of my childhood, but this film is so much funnier than people give it credit for. Atkinson brilliantly creates a loveable, bumbling caricature who brings joy to the whole viewing experience.",4.5
"Even though the funny moments can sometimes be very predictable, I still laughed at many places and it's a great film to watch if you just want some spoof James Bond action.",4
Rowan Atkinson is the only good thing about this movie. Everything else is cliched spy stuff with predictable and poorly done humor and slapstick comedy. It's also really dated with poor CGI and cheap looking sets. The newer ones are better.,1
"There are hints of Atkinson's great comedic timing from his earlier years, but he is dragged down through some jokes that are just too crude or too predictable to land properly, like a pistol that literally shits. Malkovich returns to Rounders glory with an absolutely terrible accent, but at least it's justified this time around by the genre. Goes from pretty solid ground at times to Austin Powers and back again without bringing it together cohesively. There's still plenty of fun to be had in the longer-running comedy bits, but Blackadder this is not. (2.5/5)",2.5
"Better than I expected, Rowan Atkinson is a riot in the titular role, Ben Miller also does a great job. Some comic scenes are genuinely funny, its a film with lots of hits a few misses. And John Malkovich's over the top portrayal of Pascal Sauvage makes this even better. A fun watch.",3.5
This movie is funny and the family will most likely enjoy it.,3
uninspired but often funny.,3
A funny spy movie that could have been better but still will make the family laugh.,3
"I never took the time to watch any of the Mr. Bean movies, because PG-13 comedy isn't crude enough to entertain me. I was actually surprised with this first Johnny English movie though. Atkins' British humor style of haphazardly bollixing up an extended task [and suffering the lashback of extreme humiliation] is actually funny for half of the film. I was expecting a one star fart, but this was unexpectedly amusing.",3
Physical comedy not bad.,3
A classic spy comedy.,3.5
"I am afraid to tell you, but this movie is rotten to the very core... I am a huge fan of Rowan Atkinson, but this movie isn't good at all. In truth, it is one of the worst movies I have ever seen. I don't advise you to waste your time with this film. Watch something else!",0.5
Atkinson is what makes this film watchable.,3.5
"I can't believe that this has such a low rating - I think it is hilarious (both the film itself and the fact that it has a low rating). That is fine but at least I admit that my views are subjective unlike most of the mentally stunted idiots who have posted on this page giving negative reviews, phrasing their reviews in a way that suggests that they are absolute fact. It has actually infuriated me that the same morons who think that this film is shit are the same people who think that Austin Powers is funny, let alone superior to this. I actually thought to myself - i bet these idiots think that Austin powers is funny just before I read a review on here describing Austin Powers as superior to this (btw all the people who think this are 'Top Critics which I now think is a definite indicator of low I.Q and genreallly being a fat nerd who find crass humour funny. My faith in humanity is gone if I had any before - pls kill me",4.5
"Hilarious. One of the best movies to come from Rowan Atkinson, who we all know is undoubtedly a brilliant comedian. This is certainly the best movie of the 3.",5
"Tiresome and smug vehicle for the Marmite comedic gifts of Rowan Atkinson. You either worship Atkinson (as Working Title clearly do) or find his brand of comedy predictable and overworked. But surely Bond spoofs are a dime a dozen, whichever horse you back.",3
Rowan Atkinson does not fail to make you laugh.,3.5
Was entertaining but just too predictable. Knew he would stuff up every time he got cocky. Good laugh for the kids though.,2.5
'Johnny English' is the dead horse of a tired genre. Rowan Atkinson is basically doing a mixture of Mr. Bean and Blackadder.,2
This film is through and through british. It embrases being a smart and sometimes dumb Comedy. I love it!,3.5
Might be a bit silly but we loved it. Always worth watching Rowan Atkinson - heâ(TM)s a comic genius!!!,5
Johnny English is one of the few comedies to make me laugh throughout. Atkinson's witty humor and perfect comedic timing makes this film hilarious.,5
"Not the best film, Rowan Atkinson is great, this movie isn't. The beginning is filled with slapstick comedy and is hilarious, while the middle is slow and boring. The world Johnny English is part of wants to be realistic, but the story line will not allow it.",2.5
"This is a type of film that can't be critically looked at, it's just a humorous film that just feels unprofessional but fun.",4
"I didn't have high hopes for Johnny English. After all, there have been so many 007 parodies in the last few years that the genre is oversaturated. (In fact, with Die Another Day, even the ""legitimate"" Bond movies have gotten into the act. That movie was as close to self-parody as the venerable series has gotten since The Man with the Golden Gun.) If there was cause for optimism, however, it had to do with Rowan Atkinson, the gifted British comedian behind such ventures as ""Black Adder"" and ""Mr. Bean."" Sadly, although Atkinson can remove his trousers from underneath a bathing suit on national TV, he can't invigorate this overused premise. Johnny English is a tamer Austin Powers crossed with ""Get Smart,"" with very little in the way of effective humor. In the final analysis, Johnny English isn't just forgettable; it's a waste of time.(Rent Austin Powers instead).",2
Wit and Humour only true intellects will ever get to understand,5
"3.5/5. A fun little spy spoof that may be immature, but it's still funny.",3.5
"What's wrong with having another parody of spy movies? There are so many comedies out there based on sexist jokes, alcohol, parties, etc. that, to me, are not funny at all. I am a big fan of Rowan Atkinson, thanks to Mr. Bean, but also to other performances. There are people who said they did not lough, but there are also people like me who loughs even after watching it at least ten times. Is it funnier in Italian than in English? Maybe, try and let me know.",5
"There is no problem with this film, its a fun ride for all Atkinson fans",4
"It wasn't worth paying for a ticket. Some funny moments, but wait till it comes out on DVD.",3
"Non c'è un granché da dire su questo primo film; fa diciamo il suo dovere ovvero far ridere e divertire le persone e ci riesce. Spassosa la scena al Sushi, Rowan Atkinson è perfetto per il ruolo. Ho trovato un po' esagerato il finale, anche per il genere di film che vuole essere ed è. Mi sono divertito.",2.5
"Brilliant film and one that ai frequently watch again and again, critics clueless as usual but what's new there. Great plot really enjoyed it and it's hilarious",5
Johnny English is one of the few comedies to make me laugh throughout. Atkinson's witty humor and perfect comedic timing makes this film hilarious.,5
Our family LOVES this movie. Rowan Atkinson does a fantastic job portraying Johnny English. We have been a fan of his since his old Mr. Bean episodes on PBS.,5
"It's competent, but predictable - well made for what it is, but not hilarious and often the farce is too obvious.",3.5
"Genious. One of Rowan Aktinson's best performaces. Amazing plot, amazing movie.",5
Stupied comedy but I'm not expecting nothing more. Watch only for few really nice jokes.,2
I absolutely love this film; never gets old!,5
its has everything humour action emotion kind of its great,5
Rowan Atkinson's witty charm and comedic timing is always fun!,5
"It may be too silly and occasionally gross, however, that can be overlooked mostly thanks to Rowan Atkinson's hilarious portrayal.",3
Amazing this is funny and I hope number 3 happens,5
